Humidity (%),,temp c,,temp f,,voc,co2-analog,,co2-digital,,date,time,PM1.0,PM2.5,PM10
57.6,,33.8,,92.84,,72,472,,1,,6/16/2024,13:49:53,28,55,58
57.6,,33.7,,92.66,,75,453,,1,,6/16/2024,13:50:00,26,50,53
57.7,,33.7,,92.66,,72,468,,1,,6/16/2024,13:50:08,27,46,51
57.5,,33.8,,92.84,,74,470,,1,,6/16/2024,13:50:15,27,45,50
57.6,,33.8,,92.84,,74,470,,1,,6/16/2024,13:50:22,26,42,51
57.5,,33.7,,92.66,,74,468,,1,,6/16/2024,13:50:29,28,47,55
57.6,,33.8,,92.84,,74,469,,1,,6/16/2024,13:50:36,26,45,50
57.6,,33.8,,92.84,,74,469,,1,,6/16/2024,13:50:36,26,43,50
57.5,,33.7,,92.66,,73,469,,1,,6/16/2024,13:50:43,25,42,46
57.5,,33.7,,92.66,,73,470,,1,,6/16/2024,13:50:50,24,44,49
57.5,,33.7,,92.66,,73,471,,1,,6/16/2024,13:50:57,25,46,53
57.6,,33.7,,92.66,,72,471,,1,,6/16/2024,13:51:04,27,48,51
57.5,,33.7,,92.66,,74,470,,1,,6/16/2024,13:51:11,27,47,47
57.6,,33.7,,92.66,,74,470,,1,,6/16/2024,13:51:18,26,46,48
57.6,,33.7,,92.66,,73,470,,1,,6/16/2024,13:51:25,26,45,47
57.7,,33.7,,92.66,,73,470,,1,,6/16/2024,13:51:32,10,28,29
57.7,,33.7,,92.66,,74,470,,1,,6/16/2024,13:51:39,3,18,18
57.8,,33.7,,92.66,,74,470,,1,,6/16/2024,13:51:46,8,24,25
57.7,,33.7,,92.66,,72,468,,1,,6/16/2024,13:51:53,13,29,30
57.7,,33.7,,92.66,,73,468,,1,,6/16/2024,13:52:00,23,38,40
57.8,,33.6,,92.48,,74,465,,1,,6/16/2024,13:52:07,24,46,50
57.7,,33.7,,92.66,,72,465,,1,,6/16/2024,13:52:14,25,47,51
57.7,,33.7,,92.66,,73,464,,1,,6/16/2024,13:52:21,26,49,52
57.9,,33.7,,92.66,,74,465,,1,,6/16/2024,13:52:28,24,48,49
57.8,,33.7,,92.66,,73,466,,1,,6/16/2024,13:52:35,24,43,46
57.7,,33.7,,92.66,,74,465,,1,,6/16/2024,13:52:42,22,40,46
57.8,,33.7,,92.66,,73,466,,1,,6/16/2024,13:52:49,22,39,44
57.7,,33.7,,92.66,,74,463,,1,,6/16/2024,13:52:56,23,42,47
57.7,,33.7,,92.66,,75,462,,1,,6/16/2024,13:53:03,24,47,53
57.7,,33.7,,92.66,,73,461,,1,,6/16/2024,13:53:10,11,35,37
57.6,,33.7,,92.66,,73,456,,1,,6/16/2024,13:53:17,2,22,25
57.6,,33.7,,92.66,,73,456,,1,,6/16/2024,13:53:24,10,28,33
57.8,,33.6,,92.48,,73,457,,1,,6/16/2024,13:53:32,21,40,47
57.6,,33.6,,92.48,,73,460,,1,,6/16/2024,13:53:39,24,43,47
57.6,,33.7,,92.66,,73,461,,1,,6/16/2024,13:53:46,24,40,42
57.8,,33.7,,92.66,,73,461,,1,,6/16/2024,13:53:53,26,43,47
57.7,,33.7,,92.66,,74,463,,1,,6/16/2024,13:54:00,26,44,47
57.6,,33.7,,92.66,,74,463,,1,,6/16/2024,13:54:07,10,29,31
57.7,,33.7,,92.66,,75,461,,1,,6/16/2024,13:54:21,2,18,23
57.6,,33.7,,92.66,,76,461,,1,,6/16/2024,13:54:28,8,27,30
57.6,,33.7,,92.66,,74,462,,1,,6/16/2024,13:54:35,12,29,31
57.6,,33.8,,92.84,,75,460,,1,,6/16/2024,13:54:42,21,38,38
57.5,,33.7,,92.66,,74,458,,1,,6/16/2024,13:54:49,24,43,45
57.6,,33.7,,92.66,,73,460,,1,,6/16/2024,13:54:56,26,46,49
57.6,,33.8,,92.84,,74,459,,1,,6/16/2024,13:55:03,26,45,48
57.7,,33.7,,92.66,,73,460,,1,,6/16/2024,13:55:10,26,44,46
57.5,,33.8,,92.84,,73,457,,1,,6/16/2024,13:55:17,26,45,48
57.7,,33.7,,92.66,,72,457,,1,,6/16/2024,13:55:24,24,44,47
57.6,,33.7,,92.66,,73,456,,1,,6/16/2024,13:55:31,24,44,46
57.6,,33.8,,92.84,,73,455,,1,,6/16/2024,13:55:38,26,44,46
57.7,,33.7,,92.66,,74,455,,1,,6/16/2024,13:55:45,27,46,48
57.5,,33.7,,92.66,,75,456,,1,,6/16/2024,13:55:52,25,43,51
57.5,,33.8,,92.84,,74,456,,1,,6/16/2024,13:55:59,23,38,49
57.7,,33.7,,92.66,,73,456,,1,,6/16/2024,13:56:06,22,38,45
57.5,,33.8,,92.84,,75,457,,1,,6/16/2024,13:56:13,23,44,47
57.7,,33.7,,92.66,,73,457,,1,,6/16/2024,13:56:20,24,47,52
57.6,,33.8,,92.84,,74,454,,1,,6/16/2024,13:56:27,25,45,59
57.6,,33.8,,92.84,,74,454,,1,,6/16/2024,13:56:34,23,42,53
57.7,,33.7,,92.66,,75,456,,1,,6/16/2024,13:56:41,24,46,50
57.6,,33.8,,92.84,,75,457,,1,,6/16/2024,13:56:48,25,46,50
57.6,,33.8,,92.84,,75,456,,1,,6/16/2024,13:56:56,28,47,51
57.4,,33.7,,92.66,,74,456,,1,,6/16/2024,13:57:03,29,48,51
57.5,,33.8,,92.84,,74,455,,1,,6/16/2024,13:57:10,26,47,52
57.7,,33.7,,92.66,,74,454,,1,,6/16/2024,13:57:17,27,46,50
57.8,,33.7,,92.66,,74,455,,1,,6/16/2024,13:57:24,25,44,46
57.6,,33.7,,92.66,,73,454,,1,,6/16/2024,13:57:31,23,43,49
57.7,,33.7,,92.66,,75,453,,1,,6/16/2024,13:57:38,27,50,56
57.7,,33.8,,92.84,,74,453,,1,,6/16/2024,13:57:45,26,45,52
57.6,,33.7,,92.66,,73,453,,1,,6/16/2024,13:57:52,25,44,49
57.7,,33.7,,92.66,,76,451,,1,,6/16/2024,13:57:59,21,41,48
57.8,,33.7,,92.66,,75,451,,1,,6/16/2024,13:58:06,23,43,49
57.6,,33.7,,92.66,,75,451,,1,,6/16/2024,13:58:13,24,45,47
57.8,,33.7,,92.66,,74,455,,1,,6/16/2024,13:58:20,26,48,52
57.7,,33.7,,92.66,,73,452,,1,,6/16/2024,13:58:27,28,50,52
57.7,,33.7,,92.66,,74,452,,1,,6/16/2024,13:58:34,29,48,50
57.7,,33.7,,92.66,,76,450,,1,,6/16/2024,13:58:41,28,44,47
57.6,,33.8,,92.84,,74,448,,1,,6/16/2024,13:58:48,27,49,54
57.8,,33.6,,92.48,,75,447,,1,,6/16/2024,13:58:55,26,47,52
57.6,,33.7,,92.66,,75,449,,1,,6/16/2024,13:59:02,1,19,19
57.7,,33.7,,92.66,,74,450,,1,,6/16/2024,13:59:09,1,20,21
57.8,,33.7,,92.66,,74,446,,1,,6/16/2024,13:59:16,10,28,29
57.7,,33.7,,92.66,,74,445,,1,,6/16/2024,13:59:23,22,40,40
57.8,,33.7,,92.66,,74,448,,1,,6/16/2024,13:59:30,23,44,45
57.7,,33.7,,92.66,,75,448,,1,,6/16/2024,13:59:37,11,28,33
57.8,,33.7,,92.66,,75,447,,1,,6/16/2024,13:59:44,3,16,20
57.8,,33.7,,92.66,,74,445,,1,,6/16/2024,13:59:51,9,23,25
57.6,,33.7,,92.66,,75,443,,1,,6/16/2024,13:59:58,19,33,36
57.7,,33.7,,92.66,,74,443,,1,,6/16/2024,14:00:05,23,41,45
57.6,,33.8,,92.84,,75,443,,1,,6/16/2024,14:00:12,27,44,48
57.6,,33.7,,92.66,,75,448,,1,,6/16/2024,14:00:20,25,40,46
57.5,,33.6,,92.48,,76,445,,1,,6/16/2024,14:00:27,27,45,50
57.5,,33.7,,92.66,,74,446,,1,,6/16/2024,14:00:34,25,43,50
57.6,,33.7,,92.66,,75,448,,1,,6/16/2024,14:00:41,25,44,53
57.5,,33.7,,92.66,,74,444,,1,,6/16/2024,14:00:48,22,41,45
57.6,,33.7,,92.66,,75,443,,1,,6/16/2024,14:00:55,25,42,46
57.5,,33.7,,92.66,,75,444,,1,,6/16/2024,14:01:02,28,46,50
57.5,,33.6,,92.48,,76,446,,1,,6/16/2024,14:01:09,16,37,43
57.5,,33.6,,92.48,,74,446,,1,,6/16/2024,14:01:16,4,22,26
57.5,,33.7,,92.66,,75,447,,1,,6/16/2024,14:01:23,6,21,24
57.6,,33.7,,92.66,,75,448,,1,,6/16/2024,14:01:30,10,26,30
57.5,,33.8,,92.84,,74,449,,1,,6/16/2024,14:01:37,8,25,29
57.5,,33.7,,92.66,,74,449,,1,,6/16/2024,14:01:44,3,24,28
57.4,,33.7,,92.66,,76,448,,1,,6/16/2024,14:01:51,8,31,39
57.5,,33.8,,92.84,,76,447,,1,,6/16/2024,14:01:58,19,39,45
57.5,,33.7,,92.66,,76,447,,1,,6/16/2024,14:02:05,25,41,44
57.5,,33.7,,92.66,,75,446,,1,,6/16/2024,14:02:12,24,41,43
57.5,,33.7,,92.66,,75,448,,1,,6/16/2024,14:02:19,25,41,43
57.2,,33.7,,92.66,,75,446,,1,,6/16/2024,14:02:26,24,42,48
57.4,,33.7,,92.66,,74,446,,1,,6/16/2024,14:02:33,24,42,48
57.4,,33.7,,92.66,,75,445,,1,,6/16/2024,14:02:40,11,29,35
57.3,,33.8,,92.84,,75,446,,1,,6/16/2024,14:02:47,2,21,22
57.3,,33.8,,92.84,,75,443,,1,,6/16/2024,14:02:54,9,31,33
57.3,,33.7,,92.66,,74,442,,1,,6/16/2024,14:03:01,24,45,50
57.5,,33.8,,92.84,,77,443,,1,,6/16/2024,14:03:08,27,48,53
57.2,,33.7,,92.66,,78,425,,1,,6/16/2024,14:03:15,27,51,59
57.3,,33.7,,92.66,,76,441,,1,,6/16/2024,14:03:22,23,44,48
57.3,,33.7,,92.66,,76,441,,1,,6/16/2024,14:03:29,25,45,48
57.1,,33.7,,92.66,,76,440,,1,,6/16/2024,14:03:36,23,42,43
57.2,,33.6,,92.48,,75,441,,1,,6/16/2024,14:03:44,24,38,41
57.2,,33.8,,92.84,,75,440,,1,,6/16/2024,14:03:51,26,39,47
57.1,,33.7,,92.66,,75,439,,1,,6/16/2024,14:03:58,26,40,46
57,,33.8,,92.84,,75,438,,1,,6/16/2024,14:04:05,23,41,41
56.9,,33.7,,92.66,,74,438,,1,,6/16/2024,14:04:12,24,43,44
57,,33.8,,92.84,,75,438,,1,,6/16/2024,14:04:19,26,43,45
57,,33.8,,92.84,,75,439,,1,,6/16/2024,14:04:26,26,42,44
57,,33.8,,92.84,,74,438,,1,,6/16/2024,14:04:33,23,39,41
56.9,,33.8,,92.84,,74,439,,1,,6/16/2024,14:04:40,24,41,47
56.9,,33.8,,92.84,,76,439,,1,,6/16/2024,14:04:47,26,42,48
56.9,,33.8,,92.84,,76,435,,1,,6/16/2024,14:04:54,25,39,45
56.8,,33.8,,92.84,,76,435,,1,,6/16/2024,14:05:01,24,39,46
56.8,,33.8,,92.84,,75,436,,1,,6/16/2024,14:05:08,20,40,49
56.8,,33.9,,93.02,,75,436,,1,,6/16/2024,14:05:15,21,39,46
56.8,,33.8,,92.84,,74,439,,1,,6/16/2024,14:05:22,24,46,46
56.8,,33.8,,92.84,,75,441,,1,,6/16/2024,14:05:29,25,47,48
56.9,,33.9,,93.02,,74,441,,1,,6/16/2024,14:05:36,22,38,41
56.9,,33.7,,92.66,,75,440,,1,,6/16/2024,14:05:43,22,38,41
56.9,,33.9,,93.02,,75,440,,1,,6/16/2024,14:05:50,24,39,46
57,,33.9,,93.02,,75,440,,1,,6/16/2024,14:05:57,24,46,52
56.9,,33.9,,93.02,,75,440,,1,,6/16/2024,14:06:04,24,44,48
56.9,,33.8,,92.84,,75,441,,1,,6/16/2024,14:06:11,23,40,42
57,,33.9,,93.02,,75,441,,1,,6/16/2024,14:06:18,23,37,41
57,,33.8,,92.84,,75,441,,1,,6/16/2024,14:06:25,21,38,47
57,,33.8,,92.84,,76,440,,1,,6/16/2024,14:06:32,23,40,50
57,,33.8,,92.84,,76,441,,1,,6/16/2024,14:06:39,25,44,51
57,,33.8,,92.84,,75,440,,1,,6/16/2024,14:06:46,26,43,47
57.1,,33.8,,92.84,,76,440,,1,,6/16/2024,14:06:53,29,44,45
57,,33.9,,93.02,,75,440,,1,,6/16/2024,14:07:00,25,40,46
57.1,,33.8,,92.84,,76,439,,1,,6/16/2024,14:07:08,23,41,46
56.9,,33.9,,93.02,,77,439,,1,,6/16/2024,14:07:15,21,40,43
56.9,,33.8,,92.84,,76,440,,1,,6/16/2024,14:07:22,23,42,47
57,,33.8,,92.84,,76,440,,1,,6/16/2024,14:07:29,21,43,45
57.1,,33.8,,92.84,,77,438,,1,,6/16/2024,14:07:36,25,46,51
57.1,,33.8,,92.84,,77,438,,1,,6/16/2024,14:07:43,26,44,50
57.1,,33.9,,93.02,,77,438,,1,,6/16/2024,14:07:50,9,26,32
57.2,,33.8,,92.84,,77,437,,1,,6/16/2024,14:07:57,1,15,18
57.1,,33.7,,92.66,,77,437,,1,,6/16/2024,14:08:04,7,21,21
57.2,,33.8,,92.84,,77,437,,1,,6/16/2024,14:07:57,12,26,28
57.1,,33.7,,92.66,,77,437,,1,,6/16/2024,14:08:04,19,37,38
57.1,,33.8,,92.84,,77,437,,1,,6/16/2024,14:08:11,11,31,40
57.2,,33.8,,92.84,,77,437,,1,,6/16/2024,14:08:18,4,23,31
57,,33.7,,92.66,,75,436,,1,,6/16/2024,14:08:25,8,26,30
57.1,,33.8,,92.84,,76,434,,1,,6/16/2024,14:08:32,20,36,36
57.3,,33.8,,92.84,,75,434,,1,,6/16/2024,14:08:39,23,43,47
57.2,,33.7,,92.66,,75,435,,1,,6/16/2024,14:08:46,26,47,56
57.1,,33.8,,92.84,,76,436,,1,,6/16/2024,14:08:53,27,46,56
57.2,,33.8,,92.84,,75,435,,1,,6/16/2024,14:09:00,25,44,48
57.1,,33.8,,92.84,,75,434,,1,,6/16/2024,14:09:07,22,40,43
57,,33.8,,92.84,,76,434,,1,,6/16/2024,14:09:14,24,39,42
57,,33.8,,92.84,,77,436,,1,,6/16/2024,14:09:21,21,42,43
57.3,,33.8,,92.84,,76,436,,1,,6/16/2024,14:09:28,23,44,47
56.9,,33.8,,92.84,,79,434,,1,,6/16/2024,14:09:35,11,27,30
56.9,,33.8,,92.84,,77,435,,1,,6/16/2024,14:09:42,2,19,21
56.9,,33.9,,93.02,,77,436,,1,,6/16/2024,14:09:49,10,28,32
57,,33.8,,92.84,,77,436,,1,,6/16/2024,14:09:56,20,38,42
56.9,,33.9,,93.02,,77,436,,1,,6/16/2024,14:10:03,24,43,50
57,,33.9,,93.02,,78,435,,1,,6/16/2024,14:10:10,24,46,52
56.9,,33.9,,93.02,,78,435,,1,,6/16/2024,14:10:17,25,45,47
56.9,,33.9,,93.02,,77,435,,1,,6/16/2024,14:10:24,25,43,50
57,,33.8,,92.84,,80,434,,1,,6/16/2024,14:10:32,9,26,31
56.9,,33.8,,92.84,,78,434,,1,,6/16/2024,14:10:39,1,19,20
56.9,,33.9,,93.02,,76,435,,1,,6/16/2024,14:10:46,10,29,33
56.9,,33.8,,92.84,,76,435,,1,,6/16/2024,14:10:53,20,38,43
56.9,,33.9,,93.02,,76,436,,1,,6/16/2024,14:11:00,22,40,50
56.9,,33.9,,93.02,,78,436,,1,,6/16/2024,14:11:07,23,43,52
57,,33.8,,92.84,,76,434,,1,,6/16/2024,14:11:14,23,44,48
56.9,,33.8,,92.84,,77,431,,1,,6/16/2024,14:11:21,21,40,41
56.8,,33.8,,92.84,,76,429,,1,,6/16/2024,14:11:35,23,38,39
56.9,,33.8,,92.84,,77,433,,1,,6/16/2024,14:11:42,26,41,41
56.8,,33.8,,92.84,,76,429,,1,,6/16/2024,14:11:49,24,39,39
56.9,,33.9,,93.02,,75,430,,1,,6/16/2024,14:11:56,24,42,45
56.9,,33.8,,92.84,,75,429,,1,,6/16/2024,14:12:03,12,33,37
56.8,,33.8,,92.84,,77,429,,1,,6/16/2024,14:12:10,6,27,31
56.8,,33.8,,92.84,,77,428,,1,,6/16/2024,14:12:17,12,32,37
56.8,,33.8,,92.84,,76,429,,1,,6/16/2024,14:12:24,22,44,48
56.6,,33.8,,92.84,,77,427,,1,,6/16/2024,14:12:31,22,43,49
56.8,,33.9,,93.02,,76,427,,1,,6/16/2024,14:12:38,18,38,40
56.7,,33.9,,93.02,,76,431,,1,,6/16/2024,14:12:45,15,35,37
56.6,,33.8,,92.84,,77,431,,1,,6/16/2024,14:12:52,17,36,38
56.8,,33.9,,93.02,,76,432,,1,,6/16/2024,14:12:59,17,36,36
56.6,,33.9,,93.02,,76,431,,1,,6/16/2024,14:13:06,17,35,35
56.6,,34,,93.2,,75,431,,1,,6/16/2024,14:13:13,21,38,41
56.7,,33.9,,93.02,,76,430,,1,,6/16/2024,14:13:20,23,41,47
56.6,,33.9,,93.02,,75,430,,1,,6/16/2024,14:13:27,22,42,49
56.7,,33.8,,92.84,,77,433,,1,,6/16/2024,14:13:34,10,26,34
56.6,,33.9,,93.02,,77,434,,1,,6/16/2024,14:13:41,3,20,28
56.6,,33.9,,93.02,,77,433,,1,,6/16/2024,14:13:48,8,28,33
56.6,,33.9,,93.02,,76,433,,1,,6/16/2024,14:13:56,17,36,39
56.7,,33.8,,92.84,,76,430,,1,,6/16/2024,14:14:03,23,40,44
56.7,,33.9,,93.02,,76,430,,1,,6/16/2024,14:14:10,25,39,43
56.8,,33.9,,93.02,,77,429,,1,,6/16/2024,14:14:17,24,39,46
56.8,,33.9,,93.02,,76,429,,1,,6/16/2024,14:14:24,25,44,51
56.8,,33.9,,93.02,,78,428,,1,,6/16/2024,14:14:31,25,44,50
56.7,,33.9,,93.02,,76,429,,1,,6/16/2024,14:14:38,19,37,41
56.7,,33.9,,93.02,,78,428,,1,,6/16/2024,14:14:45,13,32,37
56.8,,33.9,,93.02,,76,427,,1,,6/16/2024,14:14:52,15,35,41
56.6,,33.9,,93.02,,76,426,,1,,6/16/2024,14:14:59,9,31,33
56.7,,33.9,,93.02,,77,425,,1,,6/16/2024,14:15:06,3,25,25
56.7,,33.9,,93.02,,76,426,,1,,6/16/2024,14:15:13,10,28,34
56.7,,33.9,,93.02,,77,424,,1,,6/16/2024,14:15:20,20,35,48
56.7,,33.8,,92.84,,76,426,,1,,6/16/2024,14:15:27,24,42,50
56.7,,33.9,,93.02,,76,424,,1,,6/16/2024,14:15:34,23,41,43
56.8,,34,,93.2,,76,425,,1,,6/16/2024,14:15:41,21,40,42
56.7,,33.9,,93.02,,76,424,,1,,6/16/2024,14:15:48,22,41,43
56.7,,33.9,,93.02,,76,426,,1,,6/16/2024,14:15:55,12,27,28
56.7,,34,,93.2,,76,424,,1,,6/16/2024,14:16:02,4,18,19
56.6,,33.9,,93.02,,77,425,,1,,6/16/2024,14:16:09,9,25,28
56.6,,34,,93.2,,76,425,,1,,6/16/2024,14:16:16,17,36,40
56.7,,34,,93.2,,78,424,,1,,6/16/2024,14:16:23,26,47,51
56.8,,33.9,,93.02,,76,425,,1,,6/16/2024,14:16:30,23,43,44
56.8,,34,,93.2,,78,423,,1,,6/16/2024,14:16:37,23,45,45
56.8,,34,,93.2,,76,424,,1,,6/16/2024,14:16:44,26,48,51
56.8,,33.9,,93.02,,77,424,,1,,6/16/2024,14:16:51,25,42,47
56.9,,33.9,,93.02,,75,423,,1,,6/16/2024,14:16:58,25,41,43
56.8,,33.9,,93.02,,76,423,,1,,6/16/2024,14:17:05,23,45,47
56.9,,33.9,,93.02,,76,425,,1,,6/16/2024,14:17:12,26,47,49
57,,33.8,,92.84,,76,424,,1,,6/16/2024,14:17:20,23,42,43
56.9,,33.9,,93.02,,75,424,,1,,6/16/2024,14:17:27,26,45,48
56.9,,33.9,,93.02,,76,422,,1,,6/16/2024,14:17:34,24,41,45
56.8,,33.9,,93.02,,76,424,,1,,6/16/2024,14:17:41,27,46,49
57,,33.9,,93.02,,76,423,,1,,6/16/2024,14:17:48,22,40,46
57,,33.9,,93.02,,75,423,,1,,6/16/2024,14:17:55,22,38,46
57,,33.9,,93.02,,77,422,,1,,6/16/2024,14:18:02,22,40,45
56.8,,33.9,,93.02,,76,421,,1,,6/16/2024,14:18:09,25,46,48
57,,33.9,,93.02,,75,422,,1,,6/16/2024,14:18:16,25,43,45
57,,33.9,,93.02,,77,424,,1,,6/16/2024,14:18:23,25,41,46
57,,33.8,,92.84,,76,424,,1,,6/16/2024,14:18:30,18,36,40
57,,33.9,,93.02,,76,425,,1,,6/16/2024,14:18:37,14,33,37
56.9,,33.9,,93.02,,76,425,,1,,6/16/2024,14:18:44,18,35,37
57.1,,33.9,,93.02,,78,423,,1,,6/16/2024,14:18:51,22,40,44
57,,33.8,,92.84,,77,423,,1,,6/16/2024,14:18:58,23,44,46
56.9,,34,,93.2,,76,423,,1,,6/16/2024,14:19:05,26,47,50
57,,33.9,,93.02,,76,422,,1,,6/16/2024,14:19:12,26,47,50
57,,33.9,,93.02,,77,422,,1,,6/16/2024,14:19:19,23,42,46
57,,33.9,,93.02,,76,423,,1,,6/16/2024,14:19:26,26,46,50
57,,33.9,,93.02,,77,422,,1,,6/16/2024,14:19:33,26,46,52
57,,33.9,,93.02,,77,422,,1,,6/16/2024,14:19:40,10,25,31
56.9,,33.9,,93.02,,76,422,,1,,6/16/2024,14:19:47,2,17,22
56.9,,34,,93.2,,76,421,,1,,6/16/2024,14:19:54,9,28,34
56.9,,34,,93.2,,76,421,,1,,6/16/2024,14:20:01,21,43,53
56.9,,34,,93.2,,77,421,,1,,6/16/2024,14:20:08,27,48,54
56.9,,34,,93.2,,76,421,,1,,6/16/2024,14:20:15,29,49,53
56.9,,33.9,,93.02,,76,420,,1,,6/16/2024,14:20:22,25,45,51
56.9,,34,,93.2,,76,414,,1,,6/16/2024,14:20:29,23,44,52
56.9,,34,,93.2,,76,393,,1,,6/16/2024,14:20:36,24,44,50
57,,33.9,,93.02,,76,386,,1,,6/16/2024,14:20:44,23,41,42
57,,33.9,,93.02,,76,386,,1,,6/16/2024,14:20:51,24,42,45
57.1,,33.9,,93.02,,76,386,,1,,6/16/2024,14:20:58,24,42,46
57,,33.9,,93.02,,76,387,,1,,6/16/2024,14:21:05,10,28,36
57,,34,,93.2,,77,391,,1,,6/16/2024,14:21:12,3,20,30
57,,34,,93.2,,78,396,,1,,6/16/2024,14:21:19,11,27,35
57.1,,34,,93.2,,78,402,,1,,6/16/2024,14:21:26,22,41,51
57.2,,33.9,,93.02,,77,406,,1,,6/16/2024,14:21:33,24,43,50
57.2,,33.9,,93.02,,78,407,,1,,6/16/2024,14:21:40,27,43,46
57.3,,33.9,,93.02,,77,408,,1,,6/16/2024,14:21:47,25,42,47
57.3,,33.9,,93.02,,77,409,,1,,6/16/2024,14:21:54,23,46,52
57.4,,33.9,,93.02,,77,409,,1,,6/16/2024,14:22:01,24,43,47
57.4,,33.9,,93.02,,78,409,,1,,6/16/2024,14:22:08,25,41,44
57.3,,33.9,,93.02,,78,409,,1,,6/16/2024,14:22:15,26,39,42
57.3,,33.9,,93.02,,78,408,,1,,6/16/2024,14:22:22,26,45,46
57.4,,33.9,,93.02,,79,409,,1,,6/16/2024,14:22:36,27,43,44
57.3,,33.9,,93.02,,75,410,,1,,6/16/2024,14:22:43,26,41,42
57.4,,33.9,,93.02,,76,411,,1,,6/16/2024,14:22:50,22,39,40
57.4,,33.9,,93.02,,75,412,,1,,6/16/2024,14:22:57,22,41,44
57.3,,33.9,,93.02,,77,412,,1,,6/16/2024,14:23:04,23,43,44
57.5,,34,,93.2,,76,413,,1,,6/16/2024,14:23:11,23,44,44
57.4,,33.8,,92.84,,75,413,,1,,6/16/2024,14:23:18,12,31,36
57.5,,33.9,,93.02,,78,412,,1,,6/16/2024,14:23:25,7,26,33
57.4,,33.9,,93.02,,76,413,,1,,6/16/2024,14:23:32,14,34,41
57.3,,33.9,,93.02,,78,420,,1,,6/16/2024,14:23:39,21,40,46
57.4,,33.9,,93.02,,77,427,,1,,6/16/2024,14:23:46,25,44,47
57.4,,33.9,,93.02,,78,428,,1,,6/16/2024,14:23:53,26,41,48
57.4,,33.8,,92.84,,77,429,,1,,6/16/2024,14:24:00,26,41,48
57.3,,33.9,,93.02,,78,427,,1,,6/16/2024,14:24:08,25,43,48
57.4,,33.9,,93.02,,77,428,,1,,6/16/2024,14:24:15,24,46,52
57.5,,34,,93.2,,77,432,,1,,6/16/2024,14:24:22,24,43,48
57.4,,33.8,,92.84,,77,432,,1,,6/16/2024,14:24:29,25,44,46
57.4,,33.9,,93.02,,78,431,,1,,6/16/2024,14:24:36,24,46,50
57.4,,33.9,,93.02,,77,432,,1,,6/16/2024,14:24:43,21,43,45
57.4,,33.9,,93.02,,78,430,,1,,6/16/2024,14:24:50,23,44,49
57.4,,34,,93.2,,77,429,,1,,6/16/2024,14:24:57,10,32,38
57.5,,34,,93.2,,77,430,,1,,6/16/2024,14:25:04,4,25,26
57.4,,33.9,,93.02,,78,428,,1,,6/16/2024,14:25:11,11,26,27
57.4,,33.8,,92.84,,80,427,,1,,6/16/2024,14:25:18,19,38,39
57.3,,33.9,,93.02,,77,427,,1,,6/16/2024,14:25:25,25,47,48
57.2,,33.9,,93.02,,81,426,,1,,6/16/2024,14:25:32,28,48,49
57.3,,33.9,,93.02,,78,425,,1,,6/16/2024,14:25:39,30,49,51
57.3,,33.9,,93.02,,77,425,,1,,6/16/2024,14:25:46,26,43,45
57.3,,33.9,,93.02,,78,424,,1,,6/16/2024,14:25:53,26,43,44
57.1,,33.9,,93.02,,76,424,,1,,6/16/2024,14:26:00,24,42,45
57.2,,33.9,,93.02,,77,423,,1,,6/16/2024,14:26:07,8,26,34
57.2,,34,,93.2,,78,423,,1,,6/16/2024,14:26:14,3,23,29
57.3,,34,,93.2,,78,422,,1,,6/16/2024,14:26:21,7,26,32
57.3,,33.9,,93.02,,79,422,,1,,6/16/2024,14:26:28,13,31,36
57.2,,33.9,,93.02,,80,420,,1,,6/16/2024,14:26:35,19,34,39
57.2,,34,,93.2,,619,420,,1,,6/16/2024,14:26:42,10,28,30
57.4,,34,,93.2,,603,420,,1,,6/16/2024,14:26:49,2,21,24
57.2,,33.9,,93.02,,603,391,,1,,6/16/2024,14:26:56,7,22,23
57.3,,33.9,,93.02,,594,379,,1,,6/16/2024,14:27:03,11,27,28
57.2,,34,,93.2,,612,377,,1,,6/16/2024,14:27:10,16,33,33
57.1,,34,,93.2,,77,380,,1,,6/16/2024,14:27:17,9,26,29
57.2,,33.9,,93.02,,76,384,,1,,6/16/2024,14:27:24,6,20,24
57.3,,33.9,,93.02,,76,389,,1,,6/16/2024,14:27:32,19,36,38
57.2,,34,,93.2,,78,392,,1,,6/16/2024,14:27:39,22,40,43
57.2,,34,,93.2,,78,393,,1,,6/16/2024,14:27:46,24,44,48
57.3,,34,,93.2,,77,396,,1,,6/16/2024,14:27:53,12,32,39
57.3,,33.9,,93.02,,78,395,,1,,6/16/2024,14:28:00,3,20,28
57.2,,33.9,,93.02,,78,394,,1,,6/16/2024,14:28:07,7,25,32
57.2,,34,,93.2,,77,396,,1,,6/16/2024,14:28:14,14,31,36
57.2,,33.9,,93.02,,77,398,,1,,6/16/2024,14:28:21,21,39,47
57.2,,33.9,,93.02,,77,400,,1,,6/16/2024,14:28:28,21,41,48
57.2,,34,,93.2,,76,400,,1,,6/16/2024,14:28:35,24,43,48
57.2,,33.9,,93.02,,77,400,,1,,6/16/2024,14:28:42,24,41,47
57.2,,34,,93.2,,77,402,,1,,6/16/2024,14:28:49,20,33,39
57.2,,33.9,,93.02,,76,403,,1,,6/16/2024,14:28:56,2,20,30
57.1,,33.9,,93.02,,77,403,,1,,6/16/2024,14:29:03,1,21,30
